LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
-0.104713760316|0.369137197733|1.78068506718,0.259171336889|0.344611853361|1.70217323303,-0.185924708843|0.112106077373|1.77296829224,0.336215406656|0.0811831578612|1.68740439415,-0.201265096664|-0.0877843424678|1.65343356133,0.310651510954|-0.128699153662|1.59043717384,-103.0,2,-110.0,2,-148.0,0,-149.0,0
-0.105298183858|0.36780756712|1.77592337132,0.259415149689|0.342984080315|1.69724857807,-0.182765245438|0.110909886658|1.77110815048,0.32779148221|0.0732590928674|1.67316949368,-0.202044904232|-0.0877309292555|1.64994978905,0.302543699741|-0.137958094478|1.57944130898,-102.0,2,-109.0,2,-148.0,0,-152.0,0
-0.105844520032|0.366940706968|1.77134501934,0.259559988976|0.341605126858|1.69266855717,-0.18111808598|0.109677523375|1.76829397678,0.325257152319|0.0773033350706|1.66902208328,-0.200888440013|-0.0889803990722|1.64727115631,0.296984374523|-0.132916480303|1.57360184193,-102.0,2,-109.0,2,-148.0,0,-152.0,0
-0.106192953885|0.366756796837|1.76946854591,0.260125696659|0.34063860774|1.69043385983,-0.180162072182|0.109119169414|1.76661658287,0.323883473873|0.0836437046528|1.66743671894,-0.200586900115|-0.0900965183973|1.64679610729,0.295734167099|-0.127049729228|1.57315003872,-102.0,2,-109.0,2,-148.0,0,-152.0,0
-0.106152094901|0.366277545691|1.76797020435,0.261498659849|0.340162068605|1.68913006783,-0.181859061122|0.111540772021|1.76744747162,0.323508262634|0.107464969158|1.67828583717,-0.20062020421|-0.0881959423423|1.64824402332,0.297954976559|-0.103966839612|1.58112728596,-102.0,2,-109.0,2,-148.0,0,-150.0,0
-0.105658426881|0.36623981595|1.76715815067,0.262083917856|0.340090036392|1.68838918209,-0.194462254643|0.128028690815|1.77663099766,0.329887747765|0.103734903038|1.67698264122,-0.212182193995|-0.0721961483359|1.6580363512,0.30272179842|-0.106166064739|1.58018803596,-106.0,2,-110.0,2,-144.0,0,-149.0,0
-0.105211824179|0.366621881723|1.76689898968,0.262692987919|0.340372443199|1.68795979023,-0.210845991969|0.162560775876|1.79692554474,0.337109237909|0.102849796414|1.67857694626,-0.272597908974|-0.0302839297801|1.68148887157,0.311498731375|-0.107711367309|1.5829911232,-114.0,2,-111.0,2,-142.0,0,-148.0,0
-0.105286277831|0.367556005716|1.7678245306,0.263323247433|0.340898007154|1.68767595291,-0.23522593081|0.177437752485|1.80453586578,0.351511925459|0.106985278428|1.67805683613,-0.343548089266|0.00415323022753|1.69365978241,0.337865978479|-0.103444471955|1.57968640327,-121.0,2,-115.0,2,-142.0,0,-147.0,0
-0.105948664248|0.368509829044|1.7690538168,0.264091551304|0.341251283884|1.68723893166,-0.271417468786|0.195569142699|1.80978512764,0.367442756891|0.117281213403|1.67119371891,-0.418750941753|0.0489557608962|1.70769166946,0.351325780153|-0.0935228914022|1.57391703129,-130.0,2,-119.0,2,144.0,0,-145.0,0
-0.107449352741|0.36786544323|1.77084946632,0.26509064436|0.342247992754|1.68655073643,-0.307793021202|0.22113288939|1.81331038475,0.381922125816|0.119108587503|1.6633015871,-0.486011356115|0.0990916341543|1.73491919041,0.362215191126|-0.0919213816524|1.56717216969,-141.0,2,-122.0,2,150.0,1,-143.0,1
-0.113476835191|0.37149438262|1.77190446854,0.26529955864|0.343893378973|1.68486011028,-0.349898338318|0.265383571386|1.81379282475,0.392019987106|0.123513117433|1.65990507603,-0.559764146805|0.191771626472|1.76863324642,0.371814936399|-0.087490350008|1.56374084949,-152.0,2,-124.0,2,159.0,1,-141.0,1
-0.119644887745|0.373021095991|1.77202427387,0.264824330807|0.344809114933|1.68369281292,-0.369822174311|0.292329579592|1.8152282238,0.395319551229|0.127177849412|1.65975630283,-0.586802184582|0.239055514336|1.78379821777,0.375049889088|-0.0837759301066|1.563580513,-158.0,2,-125.0,2,162.0,1,-140.0,1
-0.124478049576|0.374696493149|1.77206778526,0.264658272266|0.345425009727|1.68364572525,-0.378756374121|0.308578848839|1.81683087349,0.398753046989|0.131046637893|1.6608402729,-0.60003143549|0.275416702032|1.79355072975,0.463231384754|-0.0805427804589|1.54138183594,-161.0,2,-127.0,2,163.0,1,-153.0,1
-0.123055487871|0.375669300556|1.77496385574,0.262661784887|0.348284244537|1.68986129761,-0.393205404282|0.325408250093|1.81572306156,0.405349701643|0.137671217322|1.65873086452,-0.614377200603|0.293215155602|1.79759144783,0.527576863766|-0.00859101302922|1.52549040318,-165.0,2,-129.0,2,167.0,1,152.0,1
-0.131459668279|0.377489030361|1.77158677578,0.263122171164|0.348443508148|1.68879020214,-0.398198336363|0.333936989307|1.81501841545,0.421927809715|0.146998286247|1.65256822109,-0.623118519783|0.306255549192|1.8009827137,0.577540397644|-0.0498303435743|1.46576619148,-166.0,2,-133.0,2,167.0,1,151.0,1
-0.135521948338|0.379194229841|1.76974749565,0.263187587261|0.348568350077|1.68850779533,-0.400187164545|0.33953204751|1.81325900555,0.429704725742|0.169897764921|1.64638030529,-0.628573060036|0.312783002853|1.80186533928,0.595045387745|-0.00564003828913|1.48079895973,-167.0,2,-138.0,2,168.0,1,155.0,1
-0.138541221619|0.381094127893|1.76855289936,0.262102365494|0.349099785089|1.68754923344,-0.403194010258|0.346525162458|1.81080675125,0.437378525734|0.203614354134|1.64833796024,-0.629871606827|0.317633271217|1.80182933807,0.607138156891|0.107316501439|1.52428793907,-168.0,2,-145.0,2,169.0,1,155.0,1
-0.141695171595|0.382782161236|1.76810908318,0.262050569057|0.349559515715|1.68730926514,-0.405313402414|0.351220905781|1.80928075314,0.462619841099|0.238478705287|1.6422611475,-0.634181439877|0.325408369303|1.80078732967,0.651739239693|0.142875090241|1.51869881153,-168.0,2,-156.0,2,169.0,1,161.0,1
-0.143268346786|0.38406136632|1.76793134212,0.262496262789|0.350893616676|1.68737697601,-0.405925005674|0.353523433208|1.80857169628,0.47101137042|0.248585045338|1.63912820816,-0.636429190636|0.329028397799|1.79990887642,0.672794401646|0.167237222195|1.5149846077,-169.0,2,-159.0,2,169.0,1,162.0,1
-0.142163693905|0.384775489569|1.76916515827,0.263837307692|0.353668063879|1.69259488583,-0.406733721495|0.358515202999|1.8071449995,0.486790001392|0.276464611292|1.63871860504,-0.63995808363|0.335737943649|1.79817891121,0.707234501839|0.228926703334|1.52361643314,-170.0,2,-165.0,2,170.0,1,164.0,1
-0.138778358698|0.38360953331|1.77132415771,0.263484716415|0.355628550053|1.69719254971,-0.407367408276|0.36261126399|1.80601704121,0.497756510973|0.300907313824|1.63994920254,-0.643826901913|0.342951893806|1.79602658749,0.72232067585|0.285537034273|1.54357969761,-171.0,2,-171.0,2,-170.0,1,167.0,1
-0.137460261583|0.383128792048|1.77216517925,0.264142990112|0.35747551918|1.70015442371,-0.408174842596|0.368116289377|1.80473220348,0.496983140707|0.339449852705|1.65715157986,-0.648892879486|0.349679857492|1.79415392876,0.72820776701|0.331725358963|1.5630671978,-172.0,2,-179.0,2,-171.0,1,168.0,1
-0.136881187558|0.383183509111|1.77288544178,0.26502892375|0.359012573957|1.7024834156,-0.408750116825|0.372236222029|1.80411624908,0.50750041008|0.362656652927|1.66433238983,-0.650501906872|0.355694562197|1.7933242321,0.734464049339|0.364232122898|1.58315122128,-173.0,2,176.0,2,-171.0,1,-169.0,1
