LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
0.0579969957471|0.265269756317|0.795704901218,0.269972503185|0.206217110157|0.690304994583,-0.0461486764252|0.0778813958168|0.739664077759,0.414038538933|0.103363387287|0.499821871519,-0.269435822964|0.19056302309|0.596009016037,0.544645130634|0.00899721961468|0.324190557003,-95.0,2,-153.0,1,99.0,2,-180.0,2
0.0582235082984|0.269380569458|0.799673199654,0.262715429068|0.207708090544|0.690225601196,-0.0437714271247|0.0782126188278|0.761915624142,0.423936843872|0.0982490330935|0.519264221191,-0.214977353811|0.192632719874|0.631732225418,0.570291519165|-0.00174643762875|0.362486809492,-95.0,2,-160.0,1,91.0,2,-180.0,2
0.0595550574362|0.26934492588|0.804430663586,0.265918403864|0.208917662501|0.694210886955,-0.0462226346135|0.0798872187734|0.770586848259,0.398074835539|0.112926214933|0.54434722662,-0.254535287619|0.196577042341|0.608343362808,0.302633106709|0.351306587458|0.649147987366,-97.0,2,-158.0,1,95.0,2,34.0,2
0.0605638511479|0.270424932241|0.81212168932,0.268809616566|0.210176408291|0.700181543827,-0.0451103597879|0.0818139240146|0.772174417973,0.396891742945|0.110578306019|0.549025297165,-0.222303032875|0.18276078999|0.627945065498,0.302840352058|0.352130144835|0.649188101292,-97.0,2,-156.0,1,96.0,2,34.0,2
0.0593281313777|0.275009810925|0.818383514881,0.257357209921|0.208827883005|0.696437597275,-0.0401648171246|0.0723520666361|0.795078396797,0.400539755821|0.109168231487|0.560982525349,-0.265144646168|0.196614250541|0.666891098022,0.29780626297|0.349231362343|0.655132889748,-94.0,2,-165.0,2,90.0,2,33.0,2
0.0581248141825|0.27455329895|0.829393684864,0.253595769405|0.210255071521|0.706106185913,-0.0402544252574|0.07348600775|0.800992071629,0.391946852207|0.107779331505|0.567266941071,-0.264577656984|0.162800252438|0.643444180489,0.291767984629|0.28596290946|0.663292586803,-93.0,2,-163.0,2,98.0,2,25.0,2
0.0558545179665|0.276167392731|0.838347017765,0.250344902277|0.210706174374|0.708963751793,-0.0501389689744|0.0802050456405|0.794641911983,0.386518925428|0.104078769684|0.570954501629,-0.273868441582|0.167603641748|0.635166168213,0.290634691715|0.286302387714|0.6641253829,-92.0,2,-163.0,2,102.0,2,25.0,2
0.0535843372345|0.276064068079|0.844508171082,0.24748121202|0.207993015647|0.698280513287,-0.0528104826808|0.0745762437582|0.81700360775,0.392794519663|0.0973978340626|0.574744701385,-0.274015635252|0.156429097056|0.651278793812,0.282517850399|0.289205878973|0.669564127922,-93.0,2,-165.0,2,100.0,2,23.0,2
0.0412650704384|0.278911620378|0.872559964657,0.242802396417|0.207701176405|0.701352238655,-0.0549544095993|0.0746790915728|0.84362924099,0.387586951256|0.0938920229673|0.580161571503,-0.269581377506|0.143281310797|0.663687586784,0.269584596157|0.29170486331|0.678487658501,-90.0,2,-164.0,2,100.0,2,21.0,2
0.0417628623545|0.278767943382|0.873287975788,0.239511862397|0.207076653838|0.704113006592,-0.0511479862034|0.0829442739487|0.855528652668,0.381442070007|0.0867878273129|0.585772573948,-0.259079128504|0.131046071649|0.661330938339,0.253419816494|0.292763620615|0.689067721367,-91.0,2,-162.0,2,102.0,2,18.0,2
0.0412625223398|0.278270512819|0.874647676945,0.239395573735|0.207009777427|0.70392781496,-0.0489494800568|0.0791698545218|0.863814175129,0.37869477272|0.0803991183639|0.589204549789,-0.254814177752|0.130870372057|0.668420612812,0.245810836554|0.293900609016|0.693935990334,-92.0,2,-160.0,2,99.0,2,17.0,2
0.03735550493|0.278264939785|0.890043139458,0.225272729993|0.207049936056|0.725925803185,-0.0387869849801|0.0752703994513|0.878389537334,0.3646697402|0.106176950037|0.58655744791,0.164648503065|0.234194621444|0.753377079964,0.233397141099|0.296065658331|0.702167570591,-88.0,2,-168.0,2,-42.0,2,20.0,2
0.0251194480807|0.286558061838|0.909011006355,0.217564299703|0.204693630338|0.743542194366,-0.0535505004227|0.0877603590488|0.8617862463,0.364127844572|0.138254955411|0.591473340988,0.16193652153|0.243606105447|0.755640029907,0.209156304598|0.278208076954|0.715362727642,-81.0,2,-175.0,1,-47.0,2,19.0,2
0.0237514190376|0.285187840462|0.91212284565,0.218979567289|0.202621296048|0.741783797741,-0.0266600232571|0.0184753481299|0.881200730801,0.376902669668|0.137090548873|0.602544605732,0.155360624194|0.211718723178|0.773645222187,0.203389152884|0.269970118999|0.721642673016,-76.0,2,180.0,0,-43.0,2,16.0,2
0.0234025549144|0.28498211503|0.913508415222,0.219238862395|0.202321797609|0.74174374342,-0.0264921542257|0.0167457330972|0.881655573845,0.412649869919|0.119351662695|0.593623697758,0.154992088675|0.212111756206|0.777403891087,0.589088380337|0.0437391325831|0.458737045527,-76.0,2,-176.0,1,-42.0,2,180.0,2
0.0656790062785|0.331087052822|0.915938317776,0.236386790872|0.19011464715|0.754937410355,0.06053308025|0.049441639334|0.830033540726,0.431287705898|0.233561933041|0.595616221428,0.218444019556|0.272153019905|0.750167310238,0.609537422657|0.273543953896|0.451608121395,-49.0,2,139.0,2,-47.0,2,180.0,2
